index,geocode_status,geocode_reason,lat_geocoded,lon_geocoded,geocode_label,geocode_feature_id,geocode_raw,address
117,success,Geocoding successful.,47.492088317871094,8.705184936523438,Schillerstrasse 10 <b>8406 Winterthur</b>,201022387_0,"{'attrs': {'detail': 'schillerstrasse 10 8406 winterthur 230 winterthur ch zh', 'featureId': '201022387_0', 'geom_quadindex': '030010210331221101111', 'geom_st_box2d': 'BOX(8.705172 47.49209,8.705172 47.49209)', 'label': 'Schillerstrasse 10 <b>8406 Winterthur</b>', 'lat': 47.492088317871094, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101482973', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/201022387_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.705184936523438, 'num': 10, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.705184936523438, 'y': 47.492088317871094, 'zoomlevel': 10}, 'id': 2808181, 'weight': 1}","Schillerstrasse 10, 8406 Winterthur"
118,success,Geocoding successful.,47.491939544677734,8.705405235290527,Schillerstrasse 8 <b>8406 Winterthur</b>,201022417_0,"{'attrs': {'detail': 'schillerstrasse 8 8406 winterthur 230 winterthur ch zh', 'featureId': '201022417_0', 'geom_quadindex': '030010210331230210300', 'geom_st_box2d': 'BOX(8.705393 47.491941,8.705393 47.491941)', 'label': 'Schillerstrasse 8 <b>8406 Winterthur</b>', 'lat': 47.491939544677734, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101480931', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/201022417_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.705405235290527, 'num': 8, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.705405235290527, 'y': 47.491939544677734, 'zoomlevel': 10}, 'id': 2211940, 'weight': 1}","Schillerstrasse 8, 8406 Winterthur"
119,success,Geocoding successful.,47.5195426940918,8.713156700134277,Pfadiheimweg 100 <b>8400 Winterthur</b>,201031968_0,"{'attrs': {'detail': 'pfadiheimweg 100 8400 winterthur 230 winterthur ch zh', 'featureId': '201031968_0', 'geom_quadindex': '030010033003302122232', 'geom_st_box2d': 'BOX(8.713144 47.519545,8.713144 47.519545)', 'label': 'Pfadiheimweg 100 <b>8400 Winterthur</b>', 'lat': 47.5195426940918, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101673223', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/201031968_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.713156700134277, 'num': 100, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.713156700134277, 'y': 47.5195426940918, 'zoomlevel': 10}, 'id': 2804440, 'weight': 1}","Pfadiheimweg 100, 8400 Winterthur"
120,success,Geocoding successful.,47.502899169921875,8.723188400268555,Eichgutstrasse 15 <b>8400 Winterthur</b>,201022465_0,"{'attrs': {'detail': 'eichgutstrasse 15 8400 winterthur 230 winterthur ch zh', 'featureId': '201022465_0', 'geom_quadindex': '030010211102311012333', 'geom_st_box2d': 'BOX(8.723176 47.5029,8.723176 47.5029)', 'label': 'Eichgutstrasse 15 <b>8400 Winterthur</b>', 'lat': 47.502899169921875, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101446504', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/201022465_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.723188400268555, 'num': 15, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.723188400268555, 'y': 47.502899169921875, 'zoomlevel': 10}, 'id': 2343106, 'weight': 1}","Eichgutstrasse 15, 8400 Winterthur"
121,success,Geocoding successful.,47.51338195800781,8.69093132019043,Holzlegistrasse 38 <b>8408 Winterthur</b>,201034738_0,"{'attrs': {'detail': 'holzlegistrasse 38 8408 winterthur 230 winterthur ch zh', 'featureId': '201034738_0', 'geom_quadindex': '030010032210213330032', 'geom_st_box2d': 'BOX(8.690918 47.513383,8.690918 47.513383)', 'label': 'Holzlegistrasse 38 <b>8408 Winterthur</b>', 'lat': 47.51338195800781, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101683632', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/201034738_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.69093132019043, 'num': 38, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.69093132019043, 'y': 47.51338195800781, 'zoomlevel': 10}, 'id': 2529246, 'weight': 1}","Holzlegistrasse 38, 8408 Winterthur"
122,success,Geocoding successful.,47.498565673828125,8.763603210449219,Ohrbühlstrasse 2 <b>8404 Winterthur</b>,201036406_0,"{'attrs': {'detail': 'ohrbuehlstrasse 2 8404 winterthur 230 winterthur ch zh', 'featureId': '201036406_0', 'geom_quadindex': '030010301023131322300', 'geom_st_box2d': 'BOX(8.763591 47.498567,8.763591 47.498567)', 'label': 'Ohrbühlstrasse 2 <b>8404 Winterthur</b>', 'lat': 47.498565673828125, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101679890', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/201036406_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.763603210449219, 'num': 2, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.763603210449219, 'y': 47.498565673828125, 'zoomlevel': 10}, 'id': 1908861, 'weight': 1}","Ohrbühlstrasse 2, 8404 Winterthur"
123,success,Geocoding successful.,47.466651916503906,8.777289390563965,Weierweid 4 <b>8405 Winterthur</b>,201034959_0,"{'attrs': {'detail': 'weierweid 4 8405 winterthur 230 winterthur ch zh', 'featureId': '201034959_0', 'geom_quadindex': '030010321130122132301', 'geom_st_box2d': 'BOX(8.777278 47.466654,8.777278 47.466654)', 'label': 'Weierweid 4 <b>8405 Winterthur</b>', 'lat': 47.466651916503906, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101685078', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/201034959_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.777289390563965, 'num': 4, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.777289390563965, 'y': 47.466651916503906, 'zoomlevel': 10}, 'id': 2172759, 'weight': 1}","Weierweid 4, 8405 Winterthur"
124,success,Geocoding successful.,47.49550247192383,8.748046875,Grüzefeldstrasse 30 <b>8400 Winterthur</b>,210144918_0,"{'attrs': {'detail': 'gruezefeldstrasse 30 8400 winterthur 230 winterthur ch zh', 'featureId': '210144918_0', 'geom_quadindex': '030010300300333112222', 'geom_st_box2d': 'BOX(8.748035 47.495505,8.748035 47.495505)', 'label': 'Grüzefeldstrasse 30 <b>8400 Winterthur</b>', 'lat': 47.49550247192383, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101383377', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/210144918_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.748046875, 'num': 30, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.748046875, 'y': 47.49550247192383, 'zoomlevel': 10}, 'id': 2550630, 'weight': 1}","Grüzefeldstrasse 30, 8400 Winterthur"
125,success,Geocoding successful.,47.478633880615234,8.701286315917969,Hündlerstrasse 16 <b>8406 Winterthur</b>,201022370_0,"{'attrs': {'detail': 'huendlerstrasse 16 8406 winterthur 230 winterthur ch zh', 'featureId': '201022370_0', 'geom_quadindex': '030010212312002102230', 'geom_st_box2d': 'BOX(8.701274 47.478635,8.701274 47.478635)', 'label': 'Hündlerstrasse 16 <b>8406 Winterthur</b>', 'lat': 47.478633880615234, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101481613', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/201022370_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.701286315917969, 'num': 16, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.701286315917969, 'y': 47.478633880615234, 'zoomlevel': 10}, 'id': 2116808, 'weight': 1}","Hündlerstrasse 16, 8406 Winterthur"
126,success,Geocoding successful.,47.478302001953125,8.701261520385742,Hündlerstrasse 14 <b>8406 Winterthur</b>,210148337_0,"{'attrs': {'detail': 'huendlerstrasse 14 8406 winterthur 230 winterthur ch zh', 'featureId': '210148337_0', 'geom_quadindex': '030010212312020033333', 'geom_st_box2d': 'BOX(8.701249 47.478304,8.701249 47.478304)', 'label': 'Hündlerstrasse 14 <b>8406 Winterthur</b>', 'lat': 47.478302001953125, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101531845', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/210148337_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.701261520385742, 'num': 14, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.701261520385742, 'y': 47.478302001953125, 'zoomlevel': 10}, 'id': 2900193, 'weight': 1}","Hündlerstrasse 14, 8406 Winterthur"
127,success,Geocoding successful.,47.46682357788086,8.777576446533203,Weierweid 2 <b>8405 Winterthur</b>,201028639_0,"{'attrs': {'detail': 'weierweid 2 8405 winterthur 230 winterthur ch zh', 'featureId': '201028639_0', 'geom_quadindex': '030010321130121320031', 'geom_st_box2d': 'BOX(8.777565 47.466824,8.777565 47.466824)', 'label': 'Weierweid 2 <b>8405 Winterthur</b>', 'lat': 47.46682357788086, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101637700', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/201028639_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.777576446533203, 'num': 2, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.777576446533203, 'y': 47.46682357788086, 'zoomlevel': 10}, 'id': 1928281, 'weight': 1}","Weierweid 2, 8405 Winterthur"
128,success,Geocoding successful.,47.5079345703125,8.714831352233887,Wiesenstrasse 16 <b>8400 Winterthur</b>,2324413_1,"{'attrs': {'detail': 'wiesenstrasse 16 8400 winterthur 230 winterthur ch zh', 'featureId': '2324413_1', 'geom_quadindex': '030010033232003122320', 'geom_st_box2d': 'BOX(8.714819 47.507938,8.714819 47.507938)', 'label': 'Wiesenstrasse 16 <b>8400 Winterthur</b>', 'lat': 47.5079345703125, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101492174', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/2324413_1', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.714831352233887, 'num': 16, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.714831352233887, 'y': 47.5079345703125, 'zoomlevel': 10}, 'id': 2714309, 'weight': 1}","Wiesenstrasse 16, 8400 Winterthur"
129,success,Geocoding successful.,47.50809860229492,8.714882850646973,Wiesenstrasse 18 <b>8400 Winterthur</b>,2324413_0,"{'attrs': {'detail': 'wiesenstrasse 18 8400 winterthur 230 winterthur ch zh', 'featureId': '2324413_0', 'geom_quadindex': '030010033232001321320', 'geom_st_box2d': 'BOX(8.714869 47.5081,8.714869 47.5081)', 'label': 'Wiesenstrasse 18 <b>8400 Winterthur</b>', 'lat': 47.50809860229492, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101164848', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/2324413_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.714882850646973, 'num': 18, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.714882850646973, 'y': 47.50809860229492, 'zoomlevel': 10}, 'id': 1940529, 'weight': 1}","Wiesenstrasse 18, 8400 Winterthur"
130,success,Geocoding successful.,47.50166702270508,8.714010238647461,Schützenwiesenweg 6 <b>8400 Winterthur</b>,9083693_0,"{'attrs': {'detail': 'schuetzenwiesenweg 6 8400 winterthur 230 winterthur ch zh', 'featureId': '9083693_0', 'geom_quadindex': '030010211021113130123', 'geom_st_box2d': 'BOX(8.713997 47.501668,8.713997 47.501668)', 'label': 'Schützenwiesenweg 6 <b>8400 Winterthur</b>', 'lat': 47.50166702270508, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101343430', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/9083693_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.714010238647461, 'num': 6, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.714010238647461, 'y': 47.50166702270508, 'zoomlevel': 10}, 'id': 2553428, 'weight': 1}","Schützenwiesenweg 6, 8400 Winterthur"
131,success,Geocoding successful.,47.495262145996094,8.733051300048828,Zeughausstrasse 60 <b>8400 Winterthur</b>,9083742_0,"{'attrs': {'detail': 'zeughausstrasse 60 8400 winterthur 230 winterthur ch zh', 'featureId': '9083742_0', 'geom_quadindex': '030010300202001221121', 'geom_st_box2d': 'BOX(8.733039 47.495265,8.733039 47.495265)', 'label': 'Zeughausstrasse 60 <b>8400 Winterthur</b>', 'lat': 47.495262145996094, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101359416', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/9083742_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.733051300048828, 'num': 60, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.733051300048828, 'y': 47.495262145996094, 'zoomlevel': 10}, 'id': 1962191, 'weight': 1}","Zeughausstrasse 60, 8400 Winterthur"
132,success,Geocoding successful.,47.47819519042969,8.72832202911377,Bruderhausstrasse 3b <b>8400 Winterthur</b>,201032884_0,"{'attrs': {'detail': 'bruderhausstrasse 3b 8400 winterthur 230 winterthur ch zh', 'featureId': '201032884_0', 'geom_quadindex': '030010213312112220111', 'geom_st_box2d': 'BOX(8.72831 47.478196,8.72831 47.478196)', 'label': 'Bruderhausstrasse 3b <b>8400 Winterthur</b>', 'lat': 47.47819519042969, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101683526', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/201032884_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.72832202911377, 'num': 3, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.72832202911377, 'y': 47.47819519042969, 'zoomlevel': 10}, 'id': 2809376, 'weight': 1}","Bruderhausstrasse 3b, 8400 Winterthur"
133,success,Geocoding successful.,47.497615814208984,8.759652137756348,Industriestrasse 37 <b>8404 Winterthur</b>,201035702_0,"{'attrs': {'detail': 'industriestrasse 37 8404 winterthur 230 winterthur ch zh', 'featureId': '201035702_0', 'geom_quadindex': '030010301022321213330', 'geom_st_box2d': 'BOX(8.759641 47.497619,8.759641 47.497619)', 'label': 'Industriestrasse 37 <b>8404 Winterthur</b>', 'lat': 47.497615814208984, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101673431', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/201035702_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.759652137756348, 'num': 37, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.759652137756348, 'y': 47.497615814208984, 'zoomlevel': 10}, 'id': 2902124, 'weight': 1}","Industriestrasse 37, 8404 Winterthur"
134,success,Geocoding successful.,47.48694610595703,8.754695892333984,Tösstalstrasse 212 <b>8405 Winterthur</b>,3001556_0,"{'attrs': {'detail': 'toesstalstrasse 212 8405 winterthur 230 winterthur ch zh', 'featureId': '3001556_0', 'geom_quadindex': '030010302111223033023', 'geom_st_box2d': 'BOX(8.754684 47.486947,8.754684 47.486947)', 'label': 'Tösstalstrasse 212 <b>8405 Winterthur</b>', 'lat': 47.48694610595703, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101078430', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/3001556_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.754695892333984, 'num': 212, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.754695892333984, 'y': 47.48694610595703, 'zoomlevel': 10}, 'id': 1905384, 'weight': 1}","Tösstalstrasse 212, 8405 Winterthur"
135,success,Geocoding successful.,47.4869384765625,8.754719734191895,Tösstalstrasse 216 <b>8405 Winterthur</b>,3168922_0,"{'attrs': {'detail': 'toesstalstrasse 216 8405 winterthur 230 winterthur ch zh', 'featureId': '3168922_0', 'geom_quadindex': '030010302111223033303', 'geom_st_box2d': 'BOX(8.754707 47.48694,8.754707 47.48694)', 'label': 'Tösstalstrasse 216 <b>8405 Winterthur</b>', 'lat': 47.4869384765625, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101219657', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/3168922_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.754719734191895, 'num': 216, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.754719734191895, 'y': 47.4869384765625, 'zoomlevel': 10}, 'id': 2779371, 'weight': 1}","Tösstalstrasse 216, 8405 Winterthur"
136,success,Geocoding successful.,47.486846923828125,8.754613876342773,Tösstalstrasse 214 <b>8405 Winterthur</b>,3168923_0,"{'attrs': {'detail': 'toesstalstrasse 214 8405 winterthur 230 winterthur ch zh', 'featureId': '3168923_0', 'geom_quadindex': '030010302111223221122', 'geom_st_box2d': 'BOX(8.754602 47.486849,8.754602 47.486849)', 'label': 'Tösstalstrasse 214 <b>8405 Winterthur</b>', 'lat': 47.486846923828125, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101219658', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/3168923_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.754613876342773, 'num': 214, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.754613876342773, 'y': 47.486846923828125, 'zoomlevel': 10}, 'id': 2040799, 'weight': 1}","Tösstalstrasse 214, 8405 Winterthur"
137,success,Geocoding successful.,47.502166748046875,8.719523429870605,Wartstrasse 46a <b>8400 Winterthur</b>,3168981_0,"{'attrs': {'detail': 'wartstrasse 46a 8400 winterthur 230 winterthur ch zh', 'featureId': '3168981_0', 'geom_quadindex': '030010211013323113131', 'geom_st_box2d': 'BOX(8.719511 47.502169,8.719511 47.502169)', 'label': 'Wartstrasse 46a <b>8400 Winterthur</b>', 'lat': 47.502166748046875, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101196634', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/3168981_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.719523429870605, 'num': 46, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.719523429870605, 'y': 47.502166748046875, 'zoomlevel': 10}, 'id': 2058317, 'weight': 1}","Wartstrasse 46a, 8400 Winterthur"
138,success,Geocoding successful.,47.4769401550293,8.698527336120605,Ziegeleiplatz 5 <b>8406 Winterthur</b>,201032981_0,"{'attrs': {'detail': 'ziegeleiplatz 5 8406 winterthur 230 winterthur ch zh', 'featureId': '201032981_0', 'geom_quadindex': '030010212303223320010', 'geom_st_box2d': 'BOX(8.698514 47.476944,8.698514 47.476944)', 'label': 'Ziegeleiplatz 5 <b>8406 Winterthur</b>', 'lat': 47.4769401550293, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101683622', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/201032981_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.698527336120605, 'num': 5, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.698527336120605, 'y': 47.4769401550293, 'zoomlevel': 10}, 'id': 2799706, 'weight': 1}","Ziegeleiplatz 5, 8406 Winterthur"
139,success,Geocoding successful.,47.4780387878418,8.771968841552734,Gotzenwilerstrasse 12 <b>8405 Winterthur</b>,3000371_0,"{'attrs': {'detail': 'gotzenwilerstrasse 12 8405 winterthur 230 winterthur ch zh', 'featureId': '3000371_0', 'geom_quadindex': '030010303302110033230', 'geom_st_box2d': 'BOX(8.771957 47.47804,8.771957 47.47804)', 'label': 'Gotzenwilerstrasse 12 <b>8405 Winterthur</b>', 'lat': 47.4780387878418, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101114912', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/3000371_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.771968841552734, 'num': 12, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.771968841552734, 'y': 47.4780387878418, 'zoomlevel': 10}, 'id': 2689564, 'weight': 1}","Gotzenwilerstrasse 12, 8405 Winterthur"
140,success,Geocoding successful.,47.51014709472656,8.700462341308594,Talhofweg 7 <b>8408 Winterthur</b>,3001505_0,"{'attrs': {'detail': 'talhofweg 7 8408 winterthur 230 winterthur ch zh', 'featureId': '3001505_0', 'geom_quadindex': '030010032321102213133', 'geom_st_box2d': 'BOX(8.700449 47.510149,8.700449 47.510149)', 'label': 'Talhofweg 7 <b>8408 Winterthur</b>', 'lat': 47.51014709472656, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101077016', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/3001505_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.700462341308594, 'num': 7, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.700462341308594, 'y': 47.51014709472656, 'zoomlevel': 10}, 'id': 1853839, 'weight': 1}","Talhofweg 7, 8408 Winterthur"
141,success,Geocoding successful.,47.50994110107422,8.700329780578613,Talhofweg 5 <b>8408 Winterthur</b>,3001504_0,"{'attrs': {'detail': 'talhofweg 5 8408 winterthur 230 winterthur ch zh', 'featureId': '3001504_0', 'geom_quadindex': '030010032321120023212', 'geom_st_box2d': 'BOX(8.700316 47.509942,8.700316 47.509942)', 'label': 'Talhofweg 5 <b>8408 Winterthur</b>', 'lat': 47.50994110107422, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101077015', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/3001504_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.700329780578613, 'num': 5, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.700329780578613, 'y': 47.50994110107422, 'zoomlevel': 10}, 'id': 2546285, 'weight': 1}","Talhofweg 5, 8408 Winterthur"
142,success,Geocoding successful.,47.507328033447266,8.715359687805176,Fliederweg 4 <b>8400 Winterthur</b>,3000314_0,"{'attrs': {'detail': 'fliederweg 4 8400 winterthur 230 winterthur ch zh', 'featureId': '3000314_0', 'geom_quadindex': '030010033232032313323', 'geom_st_box2d': 'BOX(8.715346 47.507332,8.715346 47.507332)', 'label': 'Fliederweg 4 <b>8400 Winterthur</b>', 'lat': 47.507328033447266, 'links': [{'href': '/rest/services/ech/MapServer/ch.swisstopo.amtliches-gebaeudeadressverzeichnis/101113280', 'rel': 'related', 'title': 'ch.swisstopo.amtliches-gebaeudeadressverzeichnis'}, {'href': '/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/3000314_0', 'rel': 'related', 'title': 'ch.bfs.gebaeude_wohnungs_register'}], 'lon': 8.715359687805176, 'num': 4, 'objectclass': '', 'origin': 'address', 'rank': 7, 'x': 8.715359687805176, 'y': 47.507328033447266, 'zoomlevel': 10}, 'id': 1925839, 'weight': 1}","Fliederweg 4, 8400 Winterthur"
